,City,Date,NO,NO2,NOx,CO,SO2,O3,CO2,CH4,N2O,Traffic_Flow,Industrial_Output,Temperature,Humidity,Wind_Speed,Rainfall,Population_Density,Agriculture_Emissions,Energy_Consumption,Waste_Production,Public_Transport_Usage,Actionable_Insights,Recommendations
6739,Chennai,2016-11-08,5.35,15.49,10.07,0.02,5.78,42.53,176.02,52.15,20.03,2710.0,80.05811137,23.01775091,69.68736669,13.35822373,19.2807023,8171.0,93.84476404104076,91.31845626581136,56.02567496152047,55.889750959285344,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Reduce industrial activity and traffic congestion.
6740,Chennai,2016-11-09,4.7,17.31,10.45,0.02,7.74,53.12,185.905,53.7,21.46,1538.0,99.12804514,23.62496985,88.14544164,7.256423103,9.350586468,6437.0,17.108596685716204,76.86681003916374,91.24765224137089,53.05165629985075,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices.,Reduce industrial activity and traffic congestion.
6741,Chennai,2016-11-10,4.79,15.26,9.51,0.0,6.87,60.63,195.285,54.75,25.21,4432.0,72.65026868,31.41898395,73.27832972,10.0433687,0.4725224174,8188.0,11.324345163981986,98.38102558617108,16.740271130948624,77.23767714952847,Promote energy-efficient practices.,Reduce industrial activity and traffic congestion.
6742,Chennai,2016-11-11,3.91,13.7,8.11,0.02,3.43,56.87,202.71,53.6,23.33,1041.0,69.30631973,23.25704093,64.4127133,7.758760137,10.34881709,1802.0,57.01872157998045,47.64554232253223,53.02346778776662,23.2846781413748,Encourage the use of public transportation to reduce emissions.,Reduce industrial activity and traffic congestion.
6743,Chennai,2016-11-12,4.28,15.23,9.11,0.0,9.39,41.55,198.808,53.53,25.26,858.0,123.4850831,26.75395787,64.91647718,9.592671511,16.91343405,1802.0,86.18438232948299,8.432960983917893,38.22050104458876,67.85380048595596,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Reduce industrial activity and traffic congestion.
6744,Chennai,2016-11-13,3.48,13.79,6.35,0.02,1.67,27.37,213.477,55.07,24.54,1349.0,50.05749799,16.12891262,44.95944978,11.06831385,3.207671554,2639.0,47.71098176939261,95.55306429428748,96.6324075099677,60.71648499703613,Promote energy-efficient practices.,Reduce industrial activity and traffic congestion.
6745,Chennai,2016-11-14,5.95,22.4,14.55,0.0,1.48,5.6,215.03,56.0,23.54,3044.0,51.69617176,25.87099696,83.05450039,3.661839681,3.021173362,7591.0,99.45642566845248,0.4113161589097358,79.27140468480503,33.89914281242202,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Reduce industrial activity and traffic congestion.
6746,Chennai,2016-11-15,6.4,23.17,15.26,0.0,1.5,5.94,209.44,55.67,23.71,2331.0,100.9145644,24.49486357,49.04738443,14.15390569,13.10333866,9247.0,67.91716995379929,77.60960138390483,75.7500864629054,21.854360279201103,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Reduce industrial activity and traffic congestion.
6747,Chennai,2016-11-16,4.61,26.7,15.66,0.0,2.26,33.85,222.748,55.88,23.17,1972.0,53.0273991,28.3208208,76.30288056,6.202737465,17.99784665,6745.0,7.407490721044773,3.128203077167946,20.41213561346896,56.26898695538464,No immediate action required,Reduce industrial activity and traffic congestion.
6748,Chennai,2016-11-17,4.09,26.41,15.13,0.0,1.87,72.89,219.304,55.57,22.55,1936.0,65.63918133,25.11792949,77.38962767,1.424189967,1.387555331,2770.0,99.28321316819752,76.12141906516385,23.732324584835617,94.51480694794706,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Reduce industrial activity and traffic congestion.
6749,Chennai,2016-11-18,4.05,29.62,16.66,0.0,5.8,54.3,233.171,56.31,22.67,829.0,83.32657769,36.29494114,63.31937633,2.899167994,14.33250601,7259.0,40.78942367801904,93.79389398480542,2.918082739182881,7.635084213446741,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Reduce industrial activity and traffic congestion.
6792,Chennai,2017-01-17,5.57,16.2,12.54,0.0,5.18,49.91,2.474,3.49,1.29,919.0,98.77579761,20.87943619,76.12941962,7.345915714,7.810560034,1733.0,39.84787621092144,71.11269215469441,37.13404577232706,55.81863426325874,Promote energy-efficient practices.,Maintain current emission levels.
6793,Chennai,2017-01-18,4.96,14.99,11.5,0.12,4.73,37.5,3.153,3.6,1.34,4159.0,69.14895648,38.87941446,82.95928951,12.36511439,2.370064149,9538.0,31.69130138185443,60.30682627528046,0.4418926245998822,35.18052121471455,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6794,Chennai,2017-01-19,6.76,14.4,12.56,0.12,2.01,43.31,3.317,3.69,1.37,4316.0,105.0078145,23.19319327,79.42997204,5.333241849,1.545113789,2173.0,46.73873354479255,71.53947466157659,3.9784222644689504,8.771699544953037,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6795,Chennai,2017-01-20,3.71,13.88,10.03,0.0,5.13,36.56,3.975,3.67,1.36,1778.0,90.05102677,30.01232785,65.04395452,3.369181353,0.9035519152,4571.0,28.55796162386364,90.4660613024945,13.121142528066,10.229835615644037,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6796,Chennai,2017-01-21,6.34,14.24,12.18,0.0,2.54,46.12,4.514,3.83,1.35,3023.0,123.8542329,17.52169411,30.63760408,2.608795511,2.21834541,8647.0,96.16114422544469,14.649893311781003,92.95373867629104,18.851161414637872,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6797,Chennai,2017-01-22,5.71,14.83,11.99,0.0,4.99,49.79,4.998,3.67,1.25,1940.0,53.26253408,23.75602799,44.76869219,12.66399734,7.409316086,8947.0,31.28446280056681,26.158959600806707,88.06505323422356,67.29311192575993,No immediate action required,Maintain current emission levels.
6798,Chennai,2017-01-23,5.09,15.47,11.83,0.0,14.79,48.57,4.415,3.96,1.43,1840.0,141.400906,33.63556597,39.339925,13.41882402,5.057262027,6392.0,9.804453811093982,99.5780892168142,49.71963549949745,72.79714221161645,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6799,Chennai,2017-01-24,5.66,15.95,12.48,0.1,5.13,54.72,5.417,3.84,1.44,2721.0,125.0242477,24.04235352,52.04619295,10.55858877,19.62038601,4927.0,52.68171660504134,15.628395850962695,18.01963934158528,63.0915852765238,Consider stricter industrial emission regulations.,Maintain current emission levels.
6800,Chennai,2017-01-25,3.93,13.26,9.88,0.0,2.74,68.4,5.732,3.73,1.29,2892.0,70.13040167,22.96381433,40.35939602,14.01196387,9.511404162,4886.0,5.7099078445176366,72.06270065260263,14.611136058146467,33.72683877001952,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6801,Chennai,2017-01-26,4.33,11.25,9.2,0.0,2.79,48.16,5.587,3.9,1.34,1861.0,127.2647412,24.08630019,50.63700515,10.58169251,9.240327802,7318.0,11.054316630858052,72.50759105109019,25.613059361078395,44.047004315527886,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6802,Chennai,2017-01-27,4.98,10.03,9.11,0.0,1.78,15.93,5.672,3.82,1.25,1091.0,100.0636721,20.86984195,69.24258703,6.942018359,1.74963745,7647.0,21.93893891962463,68.29937462355694,90.87228289058916,70.95597779464339,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6803,Chennai,2017-01-28,5.13,8.15,8.3,0.0,1.76,11.14,5.858,4.11,1.32,1026.0,61.8673297,38.97624244,78.6485681,1.916069618,13.38736747,3794.0,46.43502498821417,22.744058931457765,52.14680590355849,65.98550700369441,No immediate action required,Maintain current emission levels.
6804,Chennai,2017-01-29,6.95,11.8,11.44,0.0,2.08,9.38,6.074,4.29,1.27,3003.0,148.9614083,34.50578901,30.12428648,5.330029485,8.233169597,3236.0,43.32509323090279,21.51340632138708,80.404184495167,77.3013530912725,Consider stricter industrial emission regulations.,Maintain current emission levels.
6805,Chennai,2017-01-30,6.33,11.02,10.61,0.0,3.18,18.32,6.434,4.24,1.26,1792.0,79.48750922,24.19936244,51.15833227,7.475684525,1.919495195,9238.0,79.96918620027913,66.6341068034788,50.67543544778217,24.11375541016264,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6806,Chennai,2017-01-31,3.15,9.77,7.61,0.01,2.52,39.08,6.254,4.3,1.34,2154.0,103.5780593,25.55786001,36.35174711,1.685919494,14.37910123,7504.0,73.94746538841133,18.625018445921604,60.94473177713508,0.4488891299549213,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6807,Chennai,2017-02-01,8.63,15.97,14.73,0.04,4.57,28.68,6.298,4.34,1.47,687.0,136.2981026,18.1199678,60.77201823,10.45059146,8.496429488,3424.0,42.63182939907013,66.15633317405374,61.01026150672351,26.644210079889763,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6808,Chennai,2017-02-02,8.83,16.78,15.28,0.1,2.89,28.39,6.717,4.46,1.41,3258.0,139.5172114,20.10733101,78.74115158,3.255073038,3.35205753,7384.0,33.37042075756299,49.25282820253181,3.133777640699298,34.789146437361666,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6809,Chennai,2017-02-03,7.52,17.14,14.48,0.16,3.39,27.27,6.846,4.56,1.52,1028.0,124.2791228,21.17271045,47.0147619,11.07773931,6.243269676,6313.0,31.64687840614986,38.662886764938406,44.52685180319105,96.0513464292188,Consider stricter industrial emission regulations.,Maintain current emission levels.
6810,Chennai,2017-02-04,8.24,16.29,14.6,0.03,3.89,39.87,6.405,4.62,1.6,933.0,61.98974311,24.41835987,74.06150274,14.62867269,0.2708603665,5150.0,77.3995087294009,30.023234937794573,86.40490370286395,21.77322733088524,Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6811,Chennai,2017-02-05,7.25,14.91,13.19,0.05,4.05,39.5,6.313,4.54,1.5,4012.0,149.6960265,16.14220711,59.52879933,2.429619995,12.08838295,4084.0,5.207240622126975,94.75769333231166,48.90986318964016,82.64043507348094,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6812,Chennai,2017-02-06,7.25,17.57,14.49,0.02,4.3,36.86,6.317,4.41,1.51,2304.0,78.20151305,39.85377482,76.90524457,10.69960283,19.78924187,7930.0,1.2821649510605826,50.80936577427876,43.53354213274435,62.25115289831318,Promote energy-efficient practices.,Maintain current emission levels.
6813,Chennai,2017-02-07,9.0,19.87,16.92,0.04,5.84,46.22,6.5,4.12,1.47,802.0,58.28966776,24.94258492,32.74582847,1.949565122,16.13153964,4053.0,79.5544391926648,56.1251962510962,52.654557424197634,16.753664789945677,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6814,Chennai,2017-02-08,8.97,20.01,16.96,0.03,3.62,37.86,6.506,4.28,1.44,4682.0,127.3108087,25.02593009,51.30541863,4.00886615,11.27516313,5151.0,47.71463759890493,94.92560846867856,38.07670379368303,40.3504810673628,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6815,Chennai,2017-02-09,8.27,18.12,15.51,0.0,3.88,43.21,6.094,3.98,1.32,937.0,134.6326365,18.1403212,32.13339538,11.04415783,11.03026786,8143.0,13.088113855357598,65.38773180971337,51.53999675492458,51.015865725219456,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6816,Chennai,2017-02-10,8.11,18.46,15.55,0.0,4.36,37.69,6.169,4.18,1.24,3088.0,90.20886353,37.06198372,36.74968984,10.9141014,19.77062372,9281.0,23.556593459450127,95.78529277568276,13.534481610396464,34.415016365123144,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6817,Chennai,2017-02-11,8.82,16.24,15.01,0.0,4.06,29.51,6.734,4.19,1.29,1332.0,73.60882217,20.83222004,30.36727754,10.89337998,8.108374775,5719.0,93.25039530973824,10.636674052269846,96.79467854021748,22.615011808108854,Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6818,Chennai,2017-02-12,5.56,11.82,10.42,0.06,3.51,39.34,7.052,4.03,1.23,1296.0,93.12119047,35.17275668,72.24162897,11.49632255,12.11869306,7112.0,85.9502975624898,84.66396317724039,3.412993998404823,25.28509396753708,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6861,Chennai,2017-03-27,4.25,10.84,8.29,0.03,2.76,28.02,0.062,0.12,0.02,654.0,88.17248316,16.42911277,81.34190258,10.02914028,1.967002125,4575.0,90.9005588835703,25.19308046823033,74.89506483884493,26.176740986618587,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6862,Chennai,2017-03-28,3.94,9.93,7.59,0.0,2.68,16.24,0.066,0.17,0.02,3948.0,95.52740391,18.72564244,33.37299823,6.731243616,10.86408554,5976.0,95.77666581762226,90.2912835353918,66.6503060249372,60.82576135052346,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6863,Chennai,2017-03-29,4.82,9.35,7.99,0.0,3.47,15.58,0.066,0.22,0.02,4580.0,81.96248816,23.29234863,44.46918092,7.084555683,18.15564268,9261.0,7.771241839172549,76.63857500825573,47.61958305643043,5.907965104670754,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6864,Chennai,2017-03-30,5.71,9.94,9.66,0.09,4.92,20.26,0.07,0.27,0.02,1925.0,103.4931389,29.09207911,36.56192358,12.83430864,11.49338674,1022.0,53.23602348613149,49.30059060055663,65.25313097399959,65.87839108946044,Consider stricter industrial emission regulations.,Maintain current emission levels.
6865,Chennai,2017-03-31,4.8,9.03,7.82,0.11,5.27,14.06,0.077,0.32,0.02,4820.0,114.6479411,25.66835733,47.52919277,8.152923911,1.538805442,9285.0,30.336428221417044,96.54571431781466,26.286160521726664,51.38574638532055,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6866,Chennai,2017-04-01,3.34,9.52,6.97,0.02,4.96,13.8,0.084,0.37,0.02,4812.0,53.73139163,28.79236604,85.00351162,13.25702911,10.44302041,2004.0,39.28390764814024,54.67554467301879,23.23478824075412,81.6520220384116,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices.,Maintain current emission levels.
6867,Chennai,2017-04-02,4.42,9.53,7.78,0.05,5.46,19.82,0.128,1.87,0.02,4139.0,109.536439,29.1176678,39.49777141,7.36985554,14.79807387,6087.0,17.965121795534188,32.853547695694814,23.99196527539545,97.27419368300826,Consider stricter industrial emission regulations.,Maintain current emission levels.
6868,Chennai,2017-04-03,2.81,9.79,6.71,0.02,5.23,38.56,0.304,3.37,0.02,4626.0,68.5675658,21.64379868,59.7267975,0.02326416018,16.86476066,6683.0,57.80721020124125,9.546730079404709,2.9497675339813068,87.66101378732112,No immediate action required,Maintain current emission levels.
6869,Chennai,2017-04-04,2.95,9.79,6.78,0.03,4.67,23.51,0.183,4.87,0.02,2392.0,142.6478123,19.32194786,62.20100552,14.40528004,3.168989996,2390.0,95.79793532488908,54.37456448134136,69.1076261360648,71.99241447494896,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6870,Chennai,2017-04-05,2.96,9.41,6.64,0.03,4.61,21.86,0.487,6.37,0.02,1397.0,142.6517401,15.86696596,84.18458437,5.407110096,3.923749757,1447.0,50.30726002716091,86.04166115813456,98.58480871630934,43.27834126430293,High humidity could trap pollutants; recommend monitoring air quality. | Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6871,Chennai,2017-04-06,2.54,9.91,6.56,0.02,4.84,21.17,0.458,7.87,0.02,3924.0,67.46019482,15.52476375,87.13248287,13.56866094,1.0047508,8684.0,8.291458139448116,86.67187281564487,30.90321415512228,21.452426203995056,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6872,Chennai,2017-04-07,2.71,10.42,6.88,0.06,4.37,30.17,4.331,9.77,0.02,1758.0,85.82835995,30.43952105,31.3330158,1.071456435,17.53799752,5848.0,62.00013334774084,60.45670666827484,92.98333617284476,66.48733172066646,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6873,Chennai,2017-04-08,3.86,11.13,7.73,0.01,4.23,25.51,6.35,11.66,0.03,2515.0,145.6963106,17.68920445,45.32698237,8.753522482,4.553925692,3933.0,34.022299445125704,39.34383632342128,60.65426093709135,20.159910900618737,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6874,Chennai,2017-04-09,3.48,11.8,7.95,0.0,3.71,26.34,7.687,13.56,0.03,2202.0,91.43043973,31.78165128,68.87546292,0.4985282033,16.83842409,5791.0,85.59251895912978,65.02963080906798,22.493426534108064,2.025894992669419,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6875,Chennai,2017-04-10,4.77,11.75,8.89,0.01,3.99,38.21,7.053,15.45,0.03,1373.0,50.63773262,35.64035396,73.31996962,8.040323907,6.642742115,4483.0,43.46781483164703,76.21403545590395,1.1864637143467305,57.32329811963177,Promote energy-efficient practices.,Maintain current emission levels.
6876,Chennai,2017-04-11,3.67,10.53,7.59,0.0,4.05,40.63,7.526,17.34,0.03,1065.0,141.7865361,27.37750377,58.73581752,12.20581039,16.06359925,6921.0,19.28396089422456,41.16247843941262,72.37314285207513,39.41304117702151,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6877,Chennai,2017-04-12,2.29,7.8,8.02,0.0,3.24,17.3,8.174,17.1,0.03,2518.0,94.1747262,35.84818371,78.74867985,13.5379795,8.705611036,9861.0,19.110562269114496,47.62541692149254,69.65742349920703,87.60186663693257,No immediate action required,Maintain current emission levels.
6878,Chennai,2017-04-13,3.23,9.04,8.96,0.06,4.59,24.36,7.859,16.85,0.03,2385.0,59.11444536,29.54836031,70.02991455,13.16183293,8.865218169,8018.0,76.87641807211604,68.0616307377943,22.92533327935282,64.57800612296396,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6879,Chennai,2017-04-14,4.29,9.21,9.53,0.03,4.65,19.26,6.423,16.6,0.03,2623.0,69.65561343,38.14307331,70.34745078,7.754192105,4.644819496,8427.0,26.55875983073599,87.66526061027464,33.270508913899235,64.72501035622416,Promote energy-efficient practices.,Maintain current emission levels.
6880,Chennai,2017-04-15,4.58,9.72,9.99,0.1,4.81,23.92,6.771,16.36,0.03,2814.0,55.93471833,31.21490114,74.69336986,4.798674541,8.197864638,6641.0,76.7233394159223,79.1010378142275,89.80467393161642,78.78930476363378,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6881,Chennai,2017-04-16,4.38,10.67,10.31,0.12,4.88,39.32,6.888,16.11,0.04,4912.0,50.96760883,31.7553326,48.33038826,12.34044036,10.25583227,7038.0,20.58873107665994,2.2391369320348686,15.723331103483208,33.5652001136794,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6882,Chennai,2017-04-17,2.67,10.7,8.99,0.12,4.92,52.16,9.391,15.64,0.04,4383.0,55.94204776,37.96328048,32.97702682,14.99095408,5.929364434,3428.0,32.16863687013094,12.437234378458784,83.54438681219112,95.81719516331904,No immediate action required,Maintain current emission levels.
6883,Chennai,2017-04-18,2.3,10.71,8.77,0.06,4.84,42.61,6.98,15.16,0.04,3692.0,109.8317471,26.5199432,33.43206639,9.449734709,6.44036772,5526.0,46.54869724396994,85.27781802855218,16.92234425177459,22.132149146456204,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6884,Chennai,2017-04-19,1.76,11.27,8.64,0.0,4.78,31.95,7.694,14.69,0.04,2359.0,56.24905647,35.22335211,41.81304228,6.064425358,19.78868638,6087.0,94.31958496934509,83.38228280450336,48.17271357384973,87.16798968258404,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6885,Chennai,2017-04-20,2.54,9.96,8.59,0.03,4.97,29.14,7.302,14.22,0.04,524.0,52.73854744,26.38961225,35.97107425,13.35289209,10.62760589,4787.0,93.17314247538246,38.88067831487092,49.89652877047522,91.08410016540908,Reduce emissions from agriculture through better practices.,Maintain current emission levels.
6886,Chennai,2017-04-21,2.52,10.87,9.01,0.03,6.35,45.42,6.024,13.75,0.04,4003.0,92.86162526,26.36794997,43.67099269,0.604337767,11.36013856,5980.0,20.68718754222878,58.42779223576656,47.20896464359286,3.904037686438666,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6887,Chennai,2017-04-22,2.28,11.45,9.12,0.08,9.05,53.37,5.65,13.24,0.04,4755.0,144.0973728,35.40700678,50.50808158,5.495213341,17.79744552,1390.0,35.82190412430728,90.58449824286464,28.79295690678889,63.18221036286283,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6931,Chennai,2017-06-05,5.43,10.78,8.2,0.0,5.37,33.1,0.707,2.47,2.86,2915.0,92.15818078,25.01081682,42.90546419,8.207874006,18.71758018,7518.0,9.352012359790953,7.984696757236421,14.06595574809576,34.537008659859026,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6932,Chennai,2017-06-06,6.57,10.67,9.0,0.03,5.81,25.05,0.79,2.54,3.32,2540.0,117.3231115,25.54482633,40.14977868,1.228266973,9.122748894,9051.0,42.71124464193341,30.677003573738748,97.16991219783657,56.94744789871892,Consider stricter industrial emission regulations.,Maintain current emission levels.
6933,Chennai,2017-06-07,6.98,10.75,9.35,0.07,6.22,17.67,0.861,2.84,3.46,4839.0,58.45421533,29.58397062,78.42087303,8.448183541,5.664185953,3820.0,12.875443736805549,3.594788119601777,73.73005963263675,24.927340806025622,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6934,Chennai,2017-06-08,7.0,10.59,9.28,0.05,5.31,11.65,0.768,3.21,3.61,3449.0,75.76424313,18.39991846,54.57463575,14.87510683,0.8522733671,7609.0,94.76236585206672,50.04297365192644,87.49380692600252,6.295514386099422,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6935,Chennai,2017-06-09,9.49,10.46,11.07,0.11,6.53,14.69,0.586,3.37,3.67,4761.0,71.64717399,30.51665382,79.82491795,4.783022765,4.648377362,9957.0,47.51708660226283,39.47820662702183,97.11545788347124,56.13433519938824,No immediate action required,Maintain current emission levels.
6936,Chennai,2017-06-10,11.59,10.47,12.65,0.06,5.64,15.64,0.615,3.48,3.68,3966.0,120.9226654,23.87335044,47.41746753,13.43361067,13.61731226,8969.0,31.72591743568676,55.70259125431492,37.81443593009144,22.119171977173835,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6937,Chennai,2017-06-11,8.42,10.68,10.39,0.0,6.28,17.26,0.604,3.54,3.71,3588.0,105.1301958,28.79005938,58.31293318,12.62394051,6.176550236,2262.0,76.63040711189001,29.878853866969045,68.78639415779027,75.00421809753813,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
6938,Chennai,2017-06-12,4.72,12.2,8.11,0.05,6.11,20.7,0.626,3.32,3.45,1615.0,112.1173687,20.60718997,62.41261572,13.94566532,4.840204605,2246.0,49.79485925822639,48.57540029904271,18.40219944301373,45.184315925716646,Consider stricter industrial emission regulations.,Maintain current emission levels.
6939,Chennai,2017-06-13,6.07,10.32,8.45,0.02,6.21,28.07,0.6,3.28,3.31,3090.0,80.39308748,18.25180413,89.87921393,6.985171749,19.97306129,6647.0,31.003402401245005,33.47447658590538,55.16672007719884,25.03984795472281,High humidity could trap pollutants; recommend monitoring air quality. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6940,Chennai,2017-06-14,5.11,10.36,7.76,0.02,8.61,34.87,0.71,3.34,3.23,4073.0,137.3025862,33.91200307,32.00389636,5.168298357,16.49833283,7620.0,81.19677423908017,19.52080922233086,20.98784779801901,60.83458679415455,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
6941,Chennai,2017-06-15,5.56,10.37,8.1,0.03,3.58,35.61,0.765,3.36,3.12,3478.0,118.6859379,17.93758216,61.87145873,14.45728221,18.8738201,9348.0,86.7152151001122,64.9366681137815,16.043096289916182,11.662078823720046,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6942,Chennai,2017-06-16,6.39,10.3,8.68,0.08,3.5,31.69,0.761,3.37,3.04,2947.0,100.0227735,37.12237565,31.25902083,13.49609447,17.27969214,1903.0,67.3008166288677,67.34359014991853,9.844363172495862,76.14238806234752,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
6943,Chennai,2017-06-17,7.43,10.41,9.51,0.0,3.12,31.69,0.545,3.26,3.09,1730.0,149.0739196,20.43361748,55.39276692,8.711639308,18.34891574,9147.0,4.6964422407667294,82.92316927497501,57.973656256404304,45.217795629320776,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6944,Chennai,2017-06-18,5.68,10.3,8.15,0.0,4.55,37.9,0.559,3.46,3.32,3166.0,102.7249513,21.83594232,34.06936847,6.74927269,10.60815023,5834.0,56.632288016653206,87.47517831537249,94.98511993337183,81.26456283006766,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
6945,Chennai,2017-06-19,8.6,9.93,7.55,0.07,4.91,29.2,0.402,3.47,3.43,4758.0,64.76342731,16.74005052,58.24984434,14.80399741,17.09178164,8947.0,76.32949119972817,70.44619043679154,12.222179485104324,13.809637004149478,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6946,Chennai,2017-06-20,11.12,9.08,12.29,0.05,4.05,26.21,0.497,3.49,3.55,3094.0,62.13174576,22.49887917,49.27707646,11.91385808,8.824964778,1584.0,13.650301208358218,68.7498086697512,50.23144553803639,38.2542276666925,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
6947,Chennai,2017-06-21,9.84,7.71,10.69,0.0,4.1,38.32,0.497,3.37,3.61,3930.0,73.56423084,35.71469378,87.57575047,8.924251087,6.657921128,5371.0,22.867075138460336,5.66756653364725,68.70681172647906,18.002968611015348,High humidity could trap pollutants; recommend monitoring air quality. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
